Name,Party,Constituency,Date of Birth,Education,State,Term,Body
Ugwu C. Onyekachi,PDP,Nsukka/Igbo-Eze South,July 1967,Bachelor of Science Degree in Physics,Enugu,2003 - 2007,house
Ugwuanyi Ifeanyi,PDP,Udenu/Igboeze North,March 1964,Master of Science Degree in Public Relations,Enugu,2003 - 2007,house
Martins George Oke,PDP,Igbo-Etiti/Uzo-Uwani,November 1958,MBBS,Enugu,2003 - 2007,house
Gilbert Emeka Nnaji,PDP,Enugu-East/Isi-Uzo,July 1961,Bachelor of Science Degree,Enugu,2003 - 2007,house
Gordi Agbo,PDP,Enugu North/South,"August, 1957",Bachelor of Science Degree,Enugu,2003 - 2007,house
Charles Iliyas,ANPP,Biliri/Balanga,April 1952,B.Sc. Political Science,Gombe,2003 - 2007,house
Adamu Gorah Kaiba,ANPP,Kaitungo/Shongum,May 1954,Graduate Diploma (Public Admin) (ACIA),Gombe,2003 - 2007,house
Bayero Usman Nafada,ANPP,Dukku/Nafada,January 1961,Bachelor of Science in Accountancy,Gombe,2003 - 2007,house
Mohhamed B. Suleiman,ANPP,Akko,February 1962,Diploma in Accountancy,Gombe,2003 - 2007,house
Usman M. Bapparu,ANPP,Gombe/Funakaye/ Kwami,January 1963,National Certificate from Nursing School,Gombe,2003 - 2007,house
A. Idris Umar,PDP,Yamaltu/Deba,December 1959,Bachelor of Law Degree; Barrister at Law,Gombe,2003 - 2007,house
Bethel Nnaemeka Amadi,PDP,Mbaitoli/Ikeduru,April 1964,"Bachelor of Law, Barrister at Law",Imo,2003 - 2007,house
Nwogu Chidi Emmanuel,PDP,Nkwere/Isu/Nwangele/ Najaba,May 1967,Bachelor of Science Degree in Quantity Survey,Imo,2003 - 2007,house
Ihedioha C. Nkem,PDP,"Aboh, Mbaise/ Ngor Okpala",March 1965,B.Sc. Degree in Food Tech.,Imo,2003 - 2007,house
Ojinika Geff Chizee,PDP,Orlu/Orsu/Oru-East,December 1961,Doctor of Optometry,Imo,2003 - 2007,house
Osita B. Izunaso,PDP,Ohaji-Egbema/Oguta/ Oru West,October 1966,BA (Hons) MBA,Imo,2003 - 2007,house
Ogunewe Independence,PDP,Ahiazu/Ezinihitte,April 1960,Bachelor of Science Degree in Economics,Imo,2003 - 2007,house
Francis Amadiegwu,PDP,Okigwe South,June 1959,MA Political Science/ International Relations,Imo,2003 - 2007,house
Okwaranya Ethelbert,ANPP,Ideato North/South,June 1962,Masters of Arts in Philosophy,Imo,2003 - 2007,house
Onyeagucha Uchechukwu,APGA,Owerri,June 1965,Masters Degree in Law,Imo,2003 - 2007,house
Maurice Ibekwe,,Okigwe,,,Imo,2003 - 2007,house
Anwalu Sule Kila,ANPP,Gwaram,April 1958,Bachelor of Science Degree,Jigawa,2003 - 2007,house
Saido Yusuf Miga,ANPP,Jahun/Miga,September 1957,An Undergraduate,Jigawa,2003 - 2007,house
Safiyanu Ubale Taura,ANPP,Ringim/Taura,January 1959,General Certificate in Education (GCE),Jigawa,2003 - 2007,house
Yusufu Saleh Dunari,ANPP,Mallam Madori/ Kaugama,August 1953,WASC Certificate,Jigawa,2003 - 2007,house
Abdulaziz Usman,ANPP,Birniwa/Guri/ Kirikasanna,January 1962,HND in Extension of Management,Jigawa,2003 - 2007,house
Jibrin Yusuf Babangida,ANPP,Hadejia/Auyo/ Kafin Hausa,November 1958,National Diploma,Jigawa,2003 - 2007,house
Farouk Aliyu Cognate,ANPP,Birnin Kudu/Buji,May 1959,Middle Diploma,Jigawa,2003 - 2007,house
Nasiru Garba Dantiye,ANPP,Garki/Babura,January 1960,Bachelor of Science Degree in Accounting,Jigawa,2003 - 2007,house
Bashir Adamu,ANPP,Kazaure/Roni/Gwiwa/ Yankwashi,April 1960,Bachelor Degree (Political Science),Jigawa,2003 - 2007,house
Ibrahim Baba Chaicai,ANPP,Dutse/Kiyawa,January 1952,WAEC,Jigawa,2003 - 2007,house
Ibrahim Mohd. Garb,ANPP,Gumel/Gagrawa/ Magari/Sule,May 1959,Bachelor Degree in Law,Jigawa,2003 - 2007,house
Ado Dogo Audu,PDP,Jema'a/Sanga,February 1964,Diploma in Public Admin.,Kaduna,2003 - 2007,house
Muhammad S. Ibrahim,ANPP,Kaduna North,October 1970,Post Graduate Diploma in Inter'l Relations & Diplomacy,Kaduna,2003 - 2007,house
Joseph M. Gumbari,PDP,Kaura,August 1957,Bachelor of Arts,Kaduna,2003 - 2007,house
Yakubu Umaru Barde,PDP,Chikun/Kajuru,August 1968,"Masters of Science in Agric., Economics",Kaduna,2003 - 2007,house
Sani Buhari,ANPP,Igabi,October 1949,Bachelor in Education (Social Studies),Kaduna,2003 - 2007,house
Mohammad N. Shehu,PDP,Birnin-Gwari/Giwa,December 1971,(B.SC) in Quantity Survey,Kaduna,2003 - 2007,house
Ruth Jumai Ango,PDP,Zango Kataf/Jaba,April 1965,Staff Nurse/Midwife,Kaduna,2003 - 2007,house
Adulra'uf Tukur,PDP,Soba,April 1961,Master of Art in Language,Kaduna,2003 - 2007,house
Sani M. Sha'aban,ANPP,Sabon-Gari,August 1958,Diploma in Accountancy,Kaduna,2003 - 2007,house
Yusuf Datti Baba,ANPP,Zaria,January 1969,M.Sc. & M.Sc. Business Administration,Kaduna,2003 - 2007,house
Zagi Caleb,PDP,Kachia/Kagarko,October 1960,M.Sc in Business Administration,Kaduna,2003 - 2007,house
Garba K. Binta,ANPP,Kaduna South,April 1967,HND in Marketing,Kaduna,2003 - 2007,house
Abdullahi Moh'd Bakoji,PDP,Makarfi/Kudan,October 1966,Diploma Certificate,Kaduna,2003 - 2007,house
Saudatu A. Sani,PDP,Lere,May 1954,HND in Nutrition,Kaduna,2003 - 2007,house
Tijani Sani Paki,PDP,Ikara/Kubau,March 1957,HND in Civil Engineering,Kaduna,2003 - 2007,house
Gwani Gideon,PDP,Kaura,October 1964,MSc. In Architecture,Kaduna,2003 - 2007,house
Ahmed Haladu,PDP,Bichi,December 1961,National Certificate in Education,Kano,2003 - 2007,house
Sulaiman Abdurahaman,ANPP,Sumaila/Takai,March 1968,Diploma in Educational Management,Kano,2003 - 2007,house
Bako Sarai,PDP,Dawakin-Kudu/Warawa,October 1952,Master of Science in Engineering,Kano,2003 - 2007,house
Jazuli Imam Galadanci,ANPP,Gwale,September 1961,Master of Business Admin.,Kano,2003 - 2007,house
Farouk Muhammed Lawan,,Bagawai/Shanono,July 1962,"BA English, M.A. English, PGDM",Kano,2003 - 2007,house
Shehu U. Aliyu,PDP,Karaye/Rogo,January 1969,"HND, Community Health",Kano,2003 - 2007,house
Balarabe Wakili,ANPP,Nasarawa,,HND Marketing,Kano,2003 - 2007,house
Mohammed Abubakar,ANPP,Tarauni,July 1968,WAEC,Kano,2003 - 2007,house
Shehu Haruna Lambu,PDP,D/Tofa/Tofa/ Rimin-Gado,April 1964,B.Sc. In Education (Integrated Science),Kano,2003 - 2007,house
Ahmed M. Salik,ANPP,Dala,June 1956,"BSc, MA & Doctor of Philosophy",Kano,2003 - 2007,house
Usman A. Mohammed,ANPP,Gaya/Albasu/Ajingi,October 1964,M.Sc. in Business Admin. & Post Graduate Dip.,Kano,2003 - 2007,house
Hamza Zakari Gwarzo,ANPP,Gwazo-Kabo,November 1950,Grade II Teachers Cert. Elementary Cert. in Land Surv.,Kano,2003 - 2007,house
Bala Ya'u,ANPP,Kumbotso,December 1967,SSCE,Kano,2003 - 2007,house
Ada'u Isa Rano,ANPP,Rano/Kibiya/Bunkure,May 1945,Master Degree in Public Administration,Kano,2003 - 2007,house
Wakili Aliyu,ANPP,Wudil/Garko,February 1958,Higher National Member from Medical Institute Plovdiv Bulg.,Kano,2003 - 2007,house
Umaru I. El-Yakubu,ANPP,Kano Municipal,January 1967,National Diploma in Banking & Finance,Kano,2003 - 2007,house
Bashir Y. Burum,PDP,Tudun Wada/Doguwa,December 1954,Grade II Teachers' Certificate,Kano,2003 - 2007,house
Umaru Datti Kura,PDP,Kura/G/Mallam/Madobi,1952,Grade II Course on Local Government Management,Kano,2003 - 2007,house
Sani Saleh Minjibir,ANPP,Ungogo/Minjibir,January 1966,Master of Science in Architecture,Kano,2003 - 2007,house
Nasiru Abduwa Gabasawa,PDP,Gezawa/Gabasawa,1958,Advance Diploma in Public Administration,Kano,2003 - 2007,house
Sirajo Harisu,PDP,Dambatta/Makoda,December 1956,Certificate,Kano,2003 - 2007,house
Danlami Hamza,ANPP,Fegge,August 1951,Master of Arts,Kano,2003 - 2007,house
Azumi N. Bebeji,ANPP,Kiru/Bebeji,June 1950,Bsc in Political Science,Kano,2003 - 2007,house
Adamu Barde Tatsan,PDP,Tsanyawa/Kunchi,October 1950,B.Sc. in Pharmacy,Kano,2003 - 2007,house
Yusuf Dikko,PDP,Batgarawa/ Rimi Charachi,December 1947,Diploma in Public Account and Audit,Katsina,2003 - 2007,house
Usman Mani Nasarawa,PDP,Kankia/Ingawa/Kusada,February 1952,HND in Town Planning,Katsina,2003 - 2007,house
Usman M. Bugaje,PDP,Jibia/Kaita,December 1951,Doctorate Degree (Ph.D),Katsina,2003 - 2007,house
Idris Tukur Nadabo,ANPP,Bakori/Danja,August 1932,Advance Clerical Certificate,Katsina,2003 - 2007,house
Madabo Bashir Idris,ANPP,Funtua/Dandume,September 1958,Higher Diploma from Institute of Administration,Katsina,2003 - 2007,house
Aminu Bello Masari,PDP,Malufashi/Kafur,May 1950,Post Graduate Diploma,Katsina,2003 - 2007,house
Aminu Shuaib Safana,PDP,Batsari/Danmusa/ Safana,April 1961,"MBBS, MPRSH, MFPHM",Katsina,2003 - 2007,house
Hadi A. Sirika,ANPP,Dutsi/Mashi,March 1964,Commercial Pilor Licence Airplane/Helicopter,Katsina,2003 - 2007,house
Shehu A. Garba,PDP,Musawa/Matazu,June 1961,Doctor of Philosophy Degree,Katsina,2003 - 2007,house
Lawal Garba,ANPP,Daura Sandamu Nadua,July 1954,Diploma in Banking,Katsina,2003 - 2007,house
Hamisu Gambo,ANPP,Katsina Central,June 1959,WAEC,Katsina,2003 - 2007,house
Ishaq Idris Kurfi,ANPP,Dutsin-Ma/Kurfi,October 1953,Master of Science (M.Sc),Katsina,2003 - 2007,house
Sule Aliyu Bindawa,PDP,Mani/Bindawa,April 1956,B.Sc in Education,Katsina,2003 - 2007,house
Garba Yakubu Lado,PDP,Kankara/Sabuwa/ Faskaru,October 1961,National Diploma in Account & Audit,Katsina,2003 - 2007,house
Nuhu Magaji,ANPP,Baure/Zango,September 1963,National Diploma in Mechanic Maintenance,Katsina,2003 - 2007,house
Bashir Bala Koko,ANPP,Koko/Besse-Maiyama,September 1955,HND in Management,Kebbi,2003 - 2007,house
Sani Bawa Argungu,ANPP,Argungu/Augie,August 1959,HND (Engineering),Kebbi,2003 - 2007,house
Bala Ibn Na'allah,ANPP,Zuru/Sakaba/Dabai/ Wasagu,July 1962,Bachelor of Law Degree,Kebbi,2003 - 2007,house
Abdullahi Umar Faruk,ANPP,Birni Kebbi/Kalgo/ Bunza,March 1963,Master of Science in Highway & Transportation,Kebbi,2003 - 2007,house
Ibrahim Aliyu Gwandu,ANPP,Gwandu/Aleiro/Jega,May 1946,Masters Degree in Public Administration,Kebbi,2003 - 2007,house
Abubakar Sadiq Digari,ANPP,Suru/Bagudo,August 1952,Diploma in Health Service Administrative Management,Kebbi,2003 - 2007,house
Ibrahim Bawa Kamba,ANPP,Arewa/Dandi,July 1954,Post Graduate Diploma in Management,Kebbi,2003 - 2007,house
Garba Umaru Uba Yauri,ANPP,Yauri Shanga Ngaki,June 1962,Secondary School Leaving Certificate,Kebbi,2003 - 2007,house
Itaka Frank Ineke,ANPP,Idah/Ofu/Ibaji/Igalamela-Odolu,September 1958,"Bachelor Degree in Law, M.I.L.D. & Barrister at Law",Kogi,2003 - 2007,house
Isaac Ruzama Jimba,ANPP,Bassa/Dekina,October 1948,Post Graduate Diploma in Public Administration,Kogi,2003 - 2007,house
Okino Moses Ado,ANPP,Ajaokuta,August 1949,Bachelor of Science in Economics,Kogi,2003 - 2007,house
Aliyu Omeiza Saiki,PDP,Adavi/Okehi,August 1963,Bachelor Degree in Law,Kogi,2003 - 2007,house
Faniyi J. Tolorunjuwon,PDP,Yagba,August 1960,"Bachelor of Science, Master of Business Admin.",Kogi,2003 - 2007,house
Musa Ibrahim Ahmadu,PDP,Lokoja/Kogi,July 1953,"Masters of Art in Economics, Master of Art in Inter'l Relation",Kogi,2003 - 2007,house
Durosinmi Meseko,PDP,Kabba/Bunu/Ijumu,May 1966,Bachelor of Science (Political Science),Kogi,2003 - 2007,house
Abdulazeez Idris King,PDP,Kiru/Bebeji,June 1970,Bachelor's Degree in Agriculture,Kogi,2003 - 2007,house
Ali Aidoko U. Atai,PDP,Ankpa/Olamaboro/Omala,October 1970,OND in Town Planning,Kogi,2003 - 2007,house
Ogundairo S. Ajibade,PDP,Asa/Ilorin West,April 1944,"M.ED, Educational Admin.",Kwara,2003 - 2007,house
E. Zulukaranami Oladimeji,PDP,Ilorin South/East,October 1960,B.Sc (Hons) Statistics,Kwara,2003 - 2007,house
Yahaya Ahmed Yinusa,PDP,Edu/Moro/Patigi,June 1957,Member of Association of Nigerian Tech. Engineering,Kwara,2003 - 2007,house
Makanjuola Gbenga Peter,PDP,Isin/Ekiti/Irepodun/Oke-Ero,July 1967,L.L.B (Hons) B.L.,Kwara,2003 - 2007,house
Opaleke Taiye,ANPP,Ifelodun/Offa/Oyun,October 1946,B.Ed,Kwara,2003 - 2007,house
Maimunat U. Adaji,ANPP,Baruteen/Kaiama,July 1950,National Certificate in Education,Kwara,2003 - 2007,house
Salau Tunde,PDP,Epe,"April, 1958","HND (Journalism), MBA (International Business)",Lagos,2003 - 2007,house
Setonyi G. Koshoedo,PDP,Badagry,"March, 1961",Bachelor's Degree in Architecture,Lagos,2003 - 2007,house
Amele Moshood Tokunbo,AD,Ibeju Lekki,"April, 1945",General Certificate in Education,Lagos,2003 - 2007,house
Habeeb Adekunle Fashiro,AD,Eti-Osa,"November, 1963","Bachelors of Arts, L.B, B.L",Lagos,2003 - 2007,house
Hamzat Ganiyu O.,AD,Mushin II,"November, 1960",MBA,Lagos,2003 - 2007,house
Abiola Edewor,AD,Apapa,"May, 1961",Masters in Business Admin. (MBA) in Mktg,Lagos,2003 - 2007,house
Adeyemi Oluwole,AD,Somolu,"October, 1952","Bachelor in Law, Barrister",Lagos,2003 - 2007,house
Fancy Akeem Arole,AD,Surulere II,April 1953,Diploma,Lagos,2003 - 2007,house
Femi Obayomi Davies,AD,Ojoo,"October, 1950",Bachelor's Degree in Law & Diploma in Admin.,Lagos,2003 - 2007,house
Adeyanju Simon Aderemi,AD,Amunwo-Adofin,"October, 1948",B.Sc (Hons),Lagos,2003 - 2007,house
Tugbobo D. A. Aina,AD,Ikeja,"January, 1941","H.N.C, ACWA, ACA",Lagos,2003 - 2007,house
Adedeji E. Oyeyemi,PDP,Alimosho,"November, 1942",Diploma in Law,Lagos,2003 - 2007,house
Femi Gbaja Biamila,AD,Surulere I,"June, 1962",Bachelor Degree in Law,Lagos,2003 - 2007,house
Abike Dabiri,AD,Ikorodu,"October, 1962",Masters Degree in Mass Communication,Lagos,2003 - 2007,house
Olajumoke Okoya-Thomas,AD,Lagos Island I,"January, 1957",Diploma in Secretarial Administration,Lagos,2003 - 2007,house
Olukunle Amunkoro,AD,Agege,"October, 1958",Diploma Licenced Aircraft Engineer,Lagos,2003 - 2007,house
Ganiyu Ola Solomon,AD,Mushin I,"December, 1959",Bachelor of Sc. in Political Science,Lagos,2003 - 2007,house
Monsuru Alao Owolabi,AD,Logos Island II,"March, 1944",Diploma in Business Administration,Lagos,2003 - 2007,house
Onimole O. Olawale,AD,Ifako/Ijaiye,"August, 1958",NDACE,Lagos,2003 - 2007,house
Joseph Jaiyeola Ajatta,AD,Oshodi/Isolo II,"December, 1938",Fellow Institute of Chartered Accountant,Lagos,2003 - 2007,house
Mudashiru O. Husaini,AD,Oshodi/Isholo I,"October, 1955",Bachelor of Arts in French,Lagos,2003 - 2007,house
Ogunbajo Olu,AD,Ajeromi-Ifelodun,"October, 1952",G.C.E/SSCE,Lagos,2003 - 2007,house
Wunmi Bewaji Mabayoje,AD,Lagos Mainland,"May, 1965",Master Degree (LLM) Inter'l Economic Law & Law,Lagos,2003 - 2007,house
Oludotun Animashahun,AD,Kosofe,"September, 1947",Diploma in Management,Lagos,2003 - 2007,house
Shuaibu H. Abdulahi,PDP,Awe/Doma/Keana,"February, 1961",Doctor of Philosophy in Economic,Nasarawa,2003 - 2007,house
Patricia Naomi Akwashiki,PDP,Nasarawa,"November, 1953",Bachelors Degree in Education,Nasarawa,2003 - 2007,house
Almakura Mohammed Ahmed,PDP,Lafia/Obi,"January, 1967",Masters in Business Admin. from the Agricultures,Nasarawa,2003 - 2007,house
Ahmed Danyaya A. (Wadada),PDP,Keffi/Karu/Kokona,"October, 1964",Higher National Diploma,Nasarawa,2003 - 2007,house
Samuel A. Egya,PDP,Nasarawa/Toto,"January, 1962",Post Graduate Diploma Teachers Certificate,Nasarawa,2003 - 2007,house
Peter Ndakakali Tiya,PDP,Bida/Gbako/Katcha,"June, 1958",Bachelor's Degree in Law Barrister at Law,Niger,2003 - 2007,house
Saidu Isa Ndaman,PDP,Lauun/Makwa/Edati,July 1958,"Bachelor Degree in Law, Barrister at Law",Niger,2003 - 2007,house
Baba Shehu Agaje,PDP,Agaje/Lapai,February 1958,HND in Animal Health & Husbandary,Niger,2003 - 2007,house
James Baitachi,PDP,Bosso/Paikoro,April 1947,School of Artillery,Niger,2003 - 2007,house
Bawa Bwari Abubakar,PDP,Gurara/Suleja/Tafa,November 1963,BA (Hons.) MSC.,Niger,2003 - 2007,house
Jibo Mohammed,PDP,Borgu/Agwari,29/05/1963,Teachers Grade II Cert.,Niger,2003 - 2007,house
Ahmed Musa Ibeto,PDP,Rijau/Magama,February 1959,Teachers Grade II Cert.,Niger,2003 - 2007,house
Mohammed Bello,PDP,Kontagoro/Wushishi/ Mashegu/Mariga,25/05/1963,Bachelor of Science,Niger,2003 - 2007,house
Ibrahim Shehu Kagara,,Shiroro/Rafi/Munya,,,Niger,2003 - 2007,house
Musa Mohmood,PRP,Changhaga,September 1960,Diploma in Accounting,Niger,2003 - 2007,house
Olalekan Mustapha,PDP,Ijebu North/East/ Ogun Waterside,"February, 1960",Diploma in Public Health,Ogun,2003 - 2007,house
Ojugbele Jimoh,PDP,Ado Odo/Ota,"March, 1962","Bachelor of Science, Degree",Ogun,2003 - 2007,house
Salako Dave Oladapo,PDP,Remo,"April, 1946",Bachelor Degree in Law,Ogun,2003 - 2007,house
Anthony Wale Ogunbanjo,PDP,Ijebu-Central,"June, 1968",HND in Mechanical Engineering,Ogun,2003 - 2007,house
Abayomi Sowande Collins,PDP,Efo/Ewekoro,"February, 1950",B.Sc. in Mechanical Eng.,Ogun,2003 - 2007,house
Kayode Amusan,PDP,Abeokuta/Odeda/ Obafemi-Owode,"October, 1960",Diploma in Law,Ogun,2003 - 2007,house
Bankole Dimeji,PDP,Abeokuta South,"November, 1969",Bachelor of Arts Degree in Economics,Ogun,2003 - 2007,house
Akinlade Abiodun Isiaq,PDP,Yewa South/Ipokia,"March, 1967",Masters in Business Administration,Ogun,2003 - 2007,house
Adewusi Razaki,PDP,Yewa North/Imeko Afon,"July, 1959",West African School Certificate (WASC),Ogun,2003 - 2007,house
Zebulun O. Obolo,PDP,Ese-Odo/Ilaje,"December, 1935",Bachelor of Art Degree in Geography,Ondo,2003 - 2007,house
Francis Dayo Ogunniyi,PDP,Egbeda/Ona-Ara,"May, 1942","Bachelor of Arts Degree Education, English/History",Ondo,2003 - 2007,house
Ifedayo Sunday Abegunde,PDP,Akure North/South,"May, 1955",Master Degree in Architecture,Ondo,2003 - 2007,house
Orimoloye Peter Saka,PDP,Akoko South east/ South West,"December, 1940",PH.D. in Education,Ondo,2003 - 2007,house
Adedeji Emmanuel Omotayo,PDP,"Ile Oluji, Oke-Igbo, Odigbo","March, 1953","Bachelor of Law, Barrister at Law",Ondo,2003 - 2007,house
Rufus Folorunso Adebayo,PDP,Idanre/Ifedore,"April, 1937",Fellow of Institute of Chartered Accountant of Nigeria,Ondo,2003 - 2007,house
Olakunle Oluwole,PDP,Okitipupa/Irele,"April, 1952",MBBS,Ondo,2003 - 2007,house
Oladoyinbo-Ojomo Alaba,PDP,Owo/Ose,"May, 1953",Doctor of Medicine Degree,Ondo,2003 - 2007,house
Lanre Adeyemi,PDP,Akoko North West/ North-East,"April, 1941",B.Sc. Degree in Sociology,Ondo,2003 - 2007,house
Ayinde Gbadebo,PDP,Ede/Egbedore/Ejibo,"March, 1937",Master of Science in Transport,Osun,2003 - 2007,house
Jolaoya George O.,PDP,Aiyedire/Iwo/Ola-Oluwa,"April, 1958","HND, CPA, AMIN.",Osun,2003 - 2007,house
Oluwole Oke,PDP,Obokun / Oriade,"April, 1967",Master in Business Admin.,Osun,2003 - 2007,house
Fasogbon John Olawale,PDP,Ife/Federal Constituency,"April, 1959",Bachelors Degree in Theology,Osun,2003 - 2007,house
Ranti Alabi,PDP,Odo-otin/Ifelodun/ Boripe,06/06/1942,Bachelor Degree,Osun,2003 - 2007,house
Patricia Olubunmi I. Etteh,PDP,Ayedaade/Isokan/Irewole,"August, 1953",Diploma in Law,Osun,2003 - 2007,house
Awoyemi Leo Adejare,PDP,"Osogbo, Olorunda Orolu Irepodun","January, 1949",Bachelor of Science Degree in Chemistry,Osun,2003 - 2007,house
Prof. Sola Adeyeye,AD,Boluwaduro/ Ifedayo/Ila,,Doctor of Philosophy,Osun,2003 - 2007,house
Emiola Fakeye,PDP,Ijesa South Federal Constituency,"March, 1959",National Certificate of Education,Osun,2003 - 2007,house
Buhari Abdulfatai,PDP,Ogbomoso I,"November, 1964",Master of Business Administration,Oyo,2003 - 2007,house
Philemon A. Adeniran,AD,"Irepo, Olorun Sogo/Orelope","January, 1944","Bachelor of Science, Diploma & Advance Diploma in Transportation Management",Oyo,2003 - 2007,house
Adegbenjo A. Omodele,AD,Ibarapa Central /North,"April, 1962",Master of Science in Const. Project Management,Oyo,2003 - 2007,house
Ayo Ademola Adeseun,AD,Ogo Oluwa/Surelere,"August, 1952",Bachelor of Art and Post Graduate Diploma,Oyo,2003 - 2007,house
Wale Okediran,AD,Iseyin/Itesiwaju/ Kajola/Iwajowa,"April, 1955",Medical Degree,Oyo,2003 - 2007,house
Babatunde Oduyoye,AD,Ibadan North West/South West,"October, 1963","B.Sc. Sociology, Pg.D Mass Com., M.Sc. Mass Com.",Oyo,2003 - 2007,house
Jimoh Tijani,AD,Shaki East/Shaki West/ Atisbo,"February, 1948",West African School Cert.,Oyo,2003 - 2007,house
Akintola O. George,PDP,Akinyele/Lagelu,"April, 1949",Master of Science Degree in Industrial Relation,Oyo,2003 - 2007,house
Sadiq Anwo Sanusi,PDP,Ibarapa East/Ido,"June, 1938",ACCA,Oyo,2003 - 2007,house
Taofeek Arapaja,PDP,Ibadan North-East/ South-East,"November, 1958",Masters Degree in Business Administration,Oyo,2003 - 2007,house
Adegoke Festus Adewale,PDP,Egbeda/Ona-Ara,"October, 1963",Master of Science Degree in Phar. & Microbiology,Oyo,2003 - 2007,house
Moroof A. Akinwande,PDP,Afinjo/Atiba/Oyo-East/ Oyo-West,"May, 1966",Doctor of Veterinary Medicine,Oyo,2003 - 2007,house
Sarumi Tayo Akande,PDP,Ibadan North,21/06/1955,Gen. Cert. in Education (Advance Level) in Econs.,Oyo,2003 - 2007,house
Oyedokun Oladepo,PDP,Oluyole,"May, 1965",Bachelor of Arts Diploma in Journalism & Post Graduate in Public Relation,Oyo,2003 - 2007,house
John Adamu Longhor,PDP,Mangu/Bokkos,"March, 1964",Master Degree in Arts,Plateau,2003 - 2007,house
Bello Iyero,PDP,Wase,"February, 1962",National Certificate in Education,Plateau,2003 - 2007,house
Gyang Dalyop Dantong,ANPP,Barakin Ladi/Riyom,"February, 1959","MBBS, MPH",Plateau,2003 - 2007,house
Gabriel Yakubu Bwan Fom,ANPP,Jos South/East,"February, 1956",Post Graduate Diploma in Cooperatives Studies,Plateau,2003 - 2007,house
Musa Labar Wuyep,PDP,Kanam/Kanke/Pankshin,"October, 1964",Bachelor of Science Degree in Chemistry,Plateau,2003 - 2007,house
Shehu Sale Hassan,ANPP,Jos North/Bassa,"April, 1967",A/Levels,Plateau,2003 - 2007,house
Lar. Rampual Victor,ANPP,Langtang North & South,"June, 1961",Bachelor of Arts Degree in English Language,Plateau,2003 - 2007,house
"Damulak, J. Muhammed",PDP,Mikang/Quan. Pan/Shendam,"November, 1963",Bachelors Degree in Civil Engineering,Plateau,2003 - 2007,house
Austin Okpara Adiele,PDP,Port Harcourt II,"August, 1963",Bachelor Degree in Marketing,Rivers,2003 - 2007,house
Daemi Kunaiyi Akpanah,PDP,Akukutoru/Asaritoru,"March, 1955",Bachelor of Science in Industrial Engineering,Rivers,2003 - 2007,house
Osinaka Chukwu Ideozu,PDP,Abua Odual/Ahoada East,"July, 1965",Master Degree in Business Administration,Rivers,2003 - 2007,house
"Aguma, Igochukwu Nnamdirim",PDP,Port Harcourt I,"April, 1968",Bachelor of Science in Accounting,Rivers,2003 - 2007,house
Wilson Asinobi Ake,PDP,Ogba/Egbema/Ndoni/Ahoada West,"December, 1955",Bachelor of Science & Degree,Rivers,2003 - 2007,house
Geoge Thomapson Sekibo,PDP,Okrika/Ogu/Bolo,"April, 1957",Bachelors Degree in Architecture,Rivers,2003 - 2007,house
